Categories|Name 1|Name 2|Phone|Address 1|Address 2
|FE Controls Corporation|FE Construction|4085104441|San Jose State University - Central Plant, One Washington Square|San Jose CA 92129
|Anza Engineering Corp.|N/A|925 513-2060|Bonair Siding Road|Stanford CA 94305
|Pfeiffer Electric||408-640-6508|700 Welch Road|Stanford CA 94305
|Norcal Deck Coating, Inc.||888-316-5447|1527 Starr Dr. Ste O|Yuba City CA 95993
|Build by Titan INC||(510) 459-6605|858 Burgoyne st|Mountain View, CA 94043
|Commercial Glass and Aluminum, Inc.|CGA|925-427-0456|549 Garcia Ave., Suite A|Pittsburg CA 94565
|JM Lehman Construction||650-888-6279|1932 Eucalyptus Ave.|San Carlos, CA CA 94070
|Milroy Construction||650-279-0202|2865 Uranium Dr.|Santa Clara CA 95051
|All Bay Area Floors, Inc.|N/A|14086240660|No physical address|
|ART tILE CO||650 20708345|945 LAGUNA  CIR|FOSTER  CITY CA CA 94404
|Concept Materials||415-713-7406|No physical address|
|Anderson Pacific Engineering Construction Inc.||(408) 970-9900|Mayfield Reservoir, 27 Ryan Court|Stanford CA 94305
|NOVO Construction||650-3802953|No physical address|
|American Glazing & Aluminum||925-522-1125|815 Arnold Drive Suite 11|Martinez CA 94553
|OnPointe Installations||415-583-2760|15760 El Gato Lane Los Gatos, Ca 95032|Los Gatos CA 95032
|AMS Electric, INC. dba Prime Electric, INC.||925-575-6700|No physical address|
|Next Stage Design + Build||(408) 390-2445|1 Blue Jay Court|Palo Alto CA 94303
|Plant Construction Company, L.P.|Plant|(415) 250-0544|488 University Avenue|Palo Alto CA 94301
|Pires Electric Inc||510-797-5051|24 Montalban Dr|Fremont CA 94536
|Advantic, LLC||937-490-4712|511 Byers Rd|Miamisburg CA 45342
|Sanchez Electric Inc||4082819854|5096 Edenview Drive|San Jose CA 95111
|Harrell Remodeling, Inc||6502804291|506 Orange Ave.|Los Altos CA 94022
|Tom Matthews Construction||831-234-8879|2570 Louis Road|Palo Alto CA 94303
|Mid Peninsula Roofing||6503757850|No physical address|
|RAPHAEL CONSTRUCTION CO., INC||(415) 990-5340|655 ESCONDIDO RD|STANFORD CA 94305
|LINEAR TECH STRIPING||408 648 8360|1140 PALM ST|SAN JOSE CA 95110
|MICROSOFT SVC||209-834-9355|1065 LA AVENIDA STREET,|MOUNTAIN VIEW, CA, CA 94043
|Gidel and Kocal Construction Co., Inc.||408-370-0280|1679 N. Milpitas Blvd.|Milpitas CA 95035
|ARCO MURRAY||6504846137|2150 N. 1st Street|San Jose CA 95131
|NOVO Construction Inc.||650-283-3852|1600 Amphitheatre Parkway|Mountain View CA 94043
|Leaf Communications Inc.||949.485.8793|1000 Calle Cordillera|San Clemente CA 92673
|E & A Door Company Inc.||4088335307|1805 Walsh Avenue|Santa Clara CA 95050
|Commercial Seating Specialist||4085989963|481 Laurelwood road|santa clara CA 95054
|Northwest Signs Inc.||831/469-8208|120 Encinal St|Santa Cruz CA CA 95060
|EA Demo||682-472-0111|10719 Burr oak dr|San Antonio CA 78230
|GCI General Contractors|N/A|415-470-7212|No physical address|
|Maine Electric Inc. DBA Maine Home Services||9254433377|No physical address|
|TPC Construction Services||916-741-8785|150 East El Camino Real|Sunnyvale CA 94087
|JRM Construction West||949-524-2985|2855 Stevens Creek BLVD. #1657|San Jose CA 95050
|Royal Pools||408-701-7839|2258 Camden Ave|San Jose CA 95124
|GOOD NEIGHBOR PLUMBING INC||4086613876|No physical address|
|Ryan T. Deschamps Sole Proprietor DBA: RTD Mechanical|RTD Mechanical|650-387-2179|517 Marine View Ave Ste. B|Belmont CA 94002
|Patriot Construction||(650) 269-9937|326 Santa Theresa St|Stanford CA 94305
|advanced doorways||9162163667|648 enterprise ct|livermore CA 94550
|CYC Commercial Interiors, Inc.||510-675-9208|No physical address|
|E & A Door Company Inc.||4088335307|1805 Walsh Avenue|Santa Clara CA 95050
|Commercial Seating Specialist||4085989963|481 Laurelwood road|santa clara CA 95054
|EA Demo||682-472-0111|10719 Burr oak dr|San Antonio CA 78230
|GCI General Contractors|N/A|415-470-7212|No physical address|
|Eun Mi Enterprise, Inc.|EM Enterprise, Inc.   DBA EM Cal Builders|4084832160|No physical address|
|golden art builders inc||4089130734|1588 camden oaks ct, san jose , ca, 95124|san jose CA 95124
|D & B Trenching, Inc.||408-224-7896|No physical address|
|John Monaco||4084727469|1680 Monaco Place|San Martin CA 95046
|COBE Construction, Inc.||408-410-8385|805 Eleventh Avenue|Sunnyvale CA 94089
|Vulcan Construction (Unoccupied construction jobsite)||408-309-1597|2440 West El Camino Ave Suite 400|Mountain View CA 94949
|Infinity Glass & Glazing, Inc.||209-888-6370|P.O. Box 31687|Stockton CA 95213
|TCG Builders Inc. dba The CORE Group|The CORE Group|408.321.6450|890 N McCarthy Boulevard, Suite 100|Milpitas CA 95035
|Toll West Coast LLC||703-801-6559|3305 Kifer Road|Santa Clara CA 95051
|Tucker Construction Inc.||408-835-2722|1725 Little Orchard St. Suite D|San Jose CA 95119
|Concept Materials|Concept Materials|415-713-7406|No physical address|
|WEST VALLEY CONSTRUCTION COMPANY, INC.||(408) 371-5510|655 Campbell Technology Parkway|Campbell CA 95008
|One Day Installation and Repairs Inc||408-687-1432|No physical address|
|Allsite Corp. Goods/ Services Construction||408-309-0388|1775 Monterey Hwy #30B|San Jose CA 95112
|Graniterock, Branch 423|None|408-574-1423|5225 Hellyer Avenue, Suite 220|San Jose CA 95138
|WEST VALLEY CONSTRUCTION COMPANY, INC.||(408) 371-5510|555 E. McGlincy Ln.|Campbell CA 95008
|Level 10 Construction, LLC||7072806118|1 N First Street|San Jose CA 95113
|Blossom Valley Interiors INC. DBA Abbey Carpet and Floor||(408)813-3820|1191 Meridian Avenue|San Jose CA 95125
|Level 10 Construction, LLC||408-595-1302|1140 Enterprise Way|Sunnyvale CA 94089
|Bay Mountain Air||408-378-6375|88 Dillon Ave|Campbell CA 95008
|SC Builders Inc||(650) 280-6951|3655 Kifer Rd|Santa Clara CA 95051
|Chay & Harris Painting Contractors, Inc.||650-966-1472|2520 Wyandotte St. Suite E|Mountain View CA 94043
|Thorpe Design, Inc.||925-634-5758|No physical address|
|J and S Tile||408-334-1503|15293 Nob Hill Drive|San Jose CA 95127
|Southland Industries||510-477-3300|No physical address|
|Seamless Fire Protection||510-241-7595|1310 Tully Rd. suite No. 116|San Jose CA 95122
|Blue Mountain Construction Services|Blue Mountain Enterprise|707-975-5007|707 Aldridge Road|Vacaville CA 95688
|Truebeck Construction, Inc.||(650) 339-3085|3223 Hanover Street|Palo Alto CA 94304
|Monterey Mechanical Co.||510-632-3173|No physical address|
|Dome Construction||669-238-8365|1161 San Antonio Road|Mountain View CA 94043
|Truebeck Construction||650-830-1605|3080 Olcott Street, Suite D227|Santa Clara CA 95054
|Aberle Concrete Excavating & Grading, Inc.||510-687-1961|42100 Boscell Rd.|Fremont CA 95073
|Gordon Prill, Inc.||408-731-0850|310 Caribbean Drive|Sunnyvale CA 94089
|Pacini's Tile Works||650 400-9992|735 Sequoia ave.|San Mateo CA 94403
|BMC||916-207-7144|641 North Capital Ave.|San Jose CA 95133
|SBI Builders, Inc.||(408) 610-0829|720 Montague Expwy|Milpitas CA 95035
|Ford Audio Video Systems, LLC||405-946-9966|No physical address|
|Devcon Construction||669-213-3984|1380 Borregas Ave.|Sunnyvale CA 94089
|South Bay construction||408-639-8015|80 W Tasman|San Jose CA 95134
|Swinerton Builders||415-531-7462|10450 Bubb Road Bldg 12|Cupertino CA 95014
|Swinerton Builders||415-531-7462|579 Serra Mall|Stanford CA 94305
|Interior Glass, Inc.||(408) 277-0796|486 Santa Ana Ave|San Jose CA 95112
|Pacific Water Art, Inc.||650 968-2733|155 San Lazaro Avenue|Sunnyvale CA 94086
|Contra Costra Door Co.||925-671-7888|No physical address|
|Munitor Construction LLC|Clearwater Environmental|503.710.8933|2201 Laurelwood Rd|Santa Clara CA 95050
|NGB Construction Inc.||(209)543-5410|1630 Zephyr Place|Gilroy CA 95020
|Drake Welding, Inc.||408 378-3277|834 Camden Avenue|Campbell CA 95008
|Gidel and Kocal Construction Co., Inc.||1(408) 370-0280|1999 S. Bascom Avenue|Campbell CA 95008
|Bluewater Environmental Services, Inc||(510) 915-7411|900 5th Ave.|Sunnyvale CA 94089
|RDS Contracting, Inc.||805-431-0579|96 Montecito Vista Dr.|San Jose CA 95125
|TCG Builders Inc. dba The CORE Group|The CORE Group|408-506-9533|20330 Stevens Creek Blvd., Building CC01|Cupertino CA 95014
|The G.B. Group, Inc||408 665-6636|8921 Murray Avenue|Gilroy CA 95020
|Devcon Construction||408-593-6298|1170 Kifer Road|Sunnyvale CA 94086
|R.T.S. Systems & Design||925-417-8710|7026 Koll Center Parkway, Suite 230|Pleasanton CA CA 94566
|NOVO Construction||650 283 3852|1950 Charleston Blvd|Mountain View CA 94039
|Access Systems & Solutions Inc.||650-588-4626|2700 W El Camino Real|Mountain View CA 94040
|Champion Scaffold Services, Inc.||510.759.3887|No physical address|
|McLaughlin Painting|McLaughlin|831-262-2323|634 Mayfield Ave|Stanford CA 94305
|Next Stage Design + Build||(408) 390-2445|2216 San Antonio Place|Santa Clara CA 95051
|Graniterock||650-793-1072|3500 Zanker Road|San Jose CA 95134
|Pacific Plumbing & Underground Construction||408-894-9120|No physical address|
|AT&T||925-699-2751|1188 W Evelyn Ave|Sunnyvale CA 94086
|AT&T||925-699-2751|1700 Space Park Dr|Santa Clara CA 95054
|ADAMS & SMITH, INC.||385-251-1972|1380 WEST CENTER STREET|LINDON, UT CA 84042
|JMX Electric Inc.||4083618600|1313 N Milpitas Blvd Ste 181|Milpitas CA 95035
|Eastman Roofing & Waterproofing, Inc.||408 971-9000|1418 Douglas Street|San Jose CA 95126
|TCG Builders Inc. dba The CORE Group|The CORE Group|408-858-7577|455 Arguello Way|Stanford CA 94305
|Gregg Drilling, LLC||(714) 514-2779|950 Howe Road|Martinez CA 94553
|Pisor Fence Division Inc.||916 342-8844|No physical address|
|Staley Construction||831 205 9824|755 Vertin Ave Suite F|Salinas, CA CA 93901
|Deluca Electric Inc||650-867-6541|811 Ruth Ave|Belmont CA 94002
|Byldan Corporation|Clarum Homes|650-272-7418|No physical address|
|William D. White Co., Inc.||5106588167|3505 Magnolia Street|Oakland CA 94608
|CASEY CONSTRUCTION INC||6503691876|619 SYLVAN WAY|EMERALD HILLS CA 94062
|Legacy Roofing & Waterproofing, Inc.||408-467-0150|1698 Rogers Ave, Ste 10|San Jose CA 95112
|BKF Engineers||209-605-1323|255 Shoreline Drive, Suite 255|Redwood City, CA CA 94065
|Hilo Erectors Inc||5307019900|1625 N. Shoreline Blvd|Mountain View California CA 94043
|Archosutics West||916-438-9316|5722 Lonetree Blvd|Rocklin CA 95765
|Mckendry Door Sales||562.531.2576|12930 Sunnyside Place|Santa Fe Springs CA 90670
|Kavanagh Construction Company|Kavanagh Construction Inc|650-966-4777|510 Chesley Ct.|Mountain View CA 94040
|Dwayne Nash Industries dba Kodiak Roofing & Waterproofing Co.||9163432557|188 West St. James Street|San Jose CA 95110
|Massei Construction Inc||925-698-1263|16371 Matilija Dr|Los Gatos CA 95030
|Milroy Construction||6505370058|120 San Gabriel Drive|Sunnyvale CA 94086
|NOVO Construction||650 283 3852|Building 1900 Charleston Ave.|Mountain View CA 94043
|DPR Construction||650-624-0805|3350 W. Bayshore|Palo Alto CA 94303
|Milroy Construction||650-537-0058|1 Apple Park Way|Cupertino CA 95014
|Coastwide Environmental Technologies, Inc.||831-869-3706|170 2nd St.|Watsonville CA 95076
|Gurries Electric Inc||408.710.4251|No physical address|
|RG Fine Finishes Inc.|DBA RG Fine Finishes Inc.|408-969-0335|965 Richard Ave. Ste. A|Santa Clara CA 95050
|Milroy Construction||6502480230|452 Lomita Mall|Stanford CA 94305
|McLarney Construction, Inc.||408-246-8600|3979 Freedom Circle, Suite 950|Santa Clara CA 95054
|Richard Joseph Construction, Inc.||755-229-8073|1120 and 1130 Kifer Road|Sunnyvale CA 94086
|Cupertino Electric Inc.||(408) 550-5985|1570 Branham Ln.|San Jose, CA CA 95118
|Central Coating Company, Inc||(559)673-0074|777 North First St. Suite 260|San Jose CA 95112
|Devcon Construction, Inc.||408 593-6298|1500 So. 10th St.|San Jose CA 95112
|GOODFELLOW BROS., INC.|N/A|9254939897|Moffett Federal Airfield|Mountain View CA 94043
|BCCI Builders|Google FRC 1|4158163764|313 Fairchild Drive|Mountain View CA CA 95337
|Guaranteed Rain Gutters Inc.||408-838-1435|930 Bard St.|San Jose CA 95127
|CYC Commercial Interiors, Inc.||510-675-9208|No physical address|
|RedHawk Fire & Security/ADT Commercial||650-762-4281|No physical address|
|Fischer Tile &  Marble Inc.||(916)452-1426|No physical address|
|Cody|Brock, Inc.||650-222-0006|1257 Tasman Drive|Sunnyvale CA 94089
|HCI system inc||14089303352056|877 s Winchester Blvd|San Jose CA 95118
|O'Donnell Plastering Inc.||4089884965|2318 Lafayette Street|Santa Clara, CA CA 95050
|Signature Glass & Windows Inc.||831-754-8855|No physical address|
|RL Brackett Construction||408-569-0664|7055 Phyllis Ave|San Jose CA 95129
|Designers, LLC dba NEx Systems||2099820600|235 Frank West Circle|Stockton CA 95742
|M&M Drywall Inc.||209.712,7977|521 Alder Lane|Milpitas CA 95035
|TICO Construction Co. Inc.||408-499-3138|2590 Mission College Blvd|Santa Clara CA 95054
|Dimetrius Painting II, Inc||4082107853|6670 Emergent Way|San Jose CA 95119
|Fairfield Development L.P.||925-383-4935|6670 Emergent Way & 6520 Gamma Way,|San Jose CA 95119
|InterPro Systems, Inc.||650-365-0173|2751 Marine Way|Mountain View, CA CA 94043
|CBF, INC.|CBF ELECTRIC|415-517-1512|No physical address|
|Hathaway Dinwiddie Construction Company||408-450-5571|283 Campus Drive|Stanford CA 94305
|Carlos Tenorrio Construction S||510-589-0590|No physical address|
|GTMJ Inc|Coral Pool and Spa|7025570107|825 Kiely Boulevard|Santa Clara CA 95051
|COBE ConstructionInc||4083130516|No physical address|
|Flores Painting & Drywall, Inc.||4089421177|2485 Autumnvale Dr. Suite F|San Jose, CA CA 95131
|COBE Construction Inc||4083130516|No physical address|
|CMC||209-834-9355|120 W Larch Road|Tracy CA 95304
|Courage Safety Systems, LLC||9494120122|No physical address|
|Schultze Tile||(510)697-5627|No physical address|
|NOVO Construction Inc.||650-207-7899|2081 Stierlin Court|Mountain View, CA CA 94043
|Craig A. Rogers Construction, Inc.||408-499-3354|1295 Glen Eyrie Ave.|San Jose CA 95125
|PIONEER FIRE INC.||7072189767|156 UNIVERSITY AVENUE|Palo Alto CA 94303
|Signature Glass & Windows Inc.|N/A|831-970-1496|No physical address|
|CYC Commercial Interiors, Inc.||510-675-9208|No physical address|
|RL Brackett Construction||408-569-0664|812 Woodland Ave|Menlo Park CA 94025
|TENACIOUS TILE COMPANY|Tenacious Tile Company|4084835130|No physical address|
|Signature Glass & Windows Inc.|N/A|831-754-8855|No physical address|
|CYC Commercial Interiors, Inc.||510-675-9208|No physical address|
|Sterling GC||408-375-6443|No physical address|
|RTS Systems & Design||925-580-7406|1065 La Avenida Street|Mountain View CA 94043
|D + H Construction||(510) 703-0877|1655 S. Winchester Blvd.|Campbell CA 95008
|Devcon Construction, Inc.||408 593-6298|3115 Porter Dr.|Palo Alto CA 94304
|RemodelWest Construction Inc.||408-636-3420|12333 Saratoga Sunnyvale Rd. Suite M|Saratoga CA 95070
|Champion Scaffold Services, Inc.||510.759.3887|No physical address|
|McLaughlin Painting|McLaughlin|831-262-2323|634 Mayfield Ave|Stanford CA 94305
|Next Stage Design + Build||(408) 390-2445|2216 San Antonio Place|Santa Clara CA 95051
|Graniterock||650-793-1072|3500 Zanker Road|San Jose CA 95134
|KB Home||925-640-1969|2780 El Camino Real|Santa Clara CA 95051
|Pacific Plumbing & Underground Construction||408-894-9120|No physical address|
|ADAMS & SMITH, INC.||385-251-1972|1380 WEST CENTER STREET|LINDON, UT CA 84042
|JMX Electric Inc.||4083618600|1313 N Milpitas Blvd Ste 181|Milpitas CA 95035
|Eastman Roofing & Waterproofing, Inc.||408 971-9000|1418 Douglas Street|San Jose CA 95126
|TCG Builders Inc. dba The CORE Group|The CORE Group|408-858-7577|455 Arguello Way|Stanford CA 94305
|Staley Construction||831 205 9824|755 Vertin Ave Suite F|Salinas, CA CA 93901
|Deluca Electric Inc||650-867-6541|811 Ruth Ave|Belmont CA 94002
|Byldan Corporation|Clarum Homes|650-272-7418|No physical address|
|William D. White Co., Inc.||5106588167|3505 Magnolia Street|Oakland CA 94608
|CASEY CONSTRUCTION INC||6503691876|619 SYLVAN WAY|EMERALD HILLS CA 94062
|Legacy Roofing & Waterproofing, Inc.||408-467-0150|1698 Rogers Ave, Ste 10|San Jose CA 95112
|Milroy Construction||6505370058|120 San Gabriel Drive|Sunnyvale CA 94086
|NOVO Construction||650 283 3852|Building 1900 Charleston Ave.|Mountain View CA 94043
|DPR Construction||650-624-0805|3350 W. Bayshore|Palo Alto CA 94303
|Gurries Electric Inc||408.710.4251|No physical address|
|Double D Transportation Company||925-361-1490|No physical address|
|Provision Development, inc.||408/ 394-8065|11144 La Paloma Dr.|Cupertino CA 95014
|CORPORATE ELECTRIC INC||408-723-8100|272 E GISH RD|SAN JOSE CA 95112
|Tico||408-209-2520|399 S 24th St.|San Jose CA 95116
|PACIFIC DECORATIVE CONCRETE, INC.||9162231282|285 SOBRANTE WAY|SUNNYVALE CA 94086
|Burdick Painting, Inc.||408-567-1330|4610 Almaden Expressway|San Jose CA 95062
|McGuire and Hester||510-760-0584|Sand Hill Road & Pasteur Rd, Sand Hill Road & Vineyard Ln|Palo Alto CA 94305
|Strouss Brothers construction Inc.||408-438-7778|700 Comstock Street|Santa Clara, California CA 95054
|ITECH SOLUTION||4088328150|PO BOX 270040|SAN JOSE CA 95127
|Scenic Inc.||408-621-3738|1 Apple Park Way|Cupertino CA 95014
|NEXGEN Builders,Inc||650 444 3090|1560 Country Club Dr.|Los Altos CA 94024
|O'Grady Paving Inc.||510-754-0089|702 Bowdoin Street|Stanford CA 94305
|Norcal Concrete Inc., dba One Pro Concrete||408-426-6169|No physical address|
|BEI Steel, Inc.||415-661-8623|1500 20th St|SanFrancisco CA 94107
|Blossom Valley Plumbing / Mark Brewer|Blossom Valley Plumbing|4089971970|1206 Olive Branch|San Jose CA 95120
|Tracy & Jason Scharpf - Owner/Builder||408-309-9339|148 Euclid Avenue|Los Gatos CA 95030
|Hensel Phelps Construction Co. - SJC Zoom Zone Project Site||408-452-1800|1701 Airport Blvd|San Jose CA 95110
|Mai Construction Inc.||408-434-9880|380 Roth Way (Stanford Keck 3rd Floor Lab TI)|Stanford CA 94305
|C. Overaa & Co.|Overaa Construction|510-621-9873|1440 Borregas Ave.|Sunnyvale CA 94089
|Sprig Electric||669-236-0379|291 Campus Dr.|Stanford CA 94305
|Cody|Brock, Inc.||650-222-0006|1257 Tasman Drive|Sunnyvale CA 94089
|HCI system inc||14089303352056|877 s Winchester Blvd|San Jose CA 95118
|Signature Glass & Windows Inc.||831-754-8855|No physical address|
|Signature Glass & Windows Inc.|N/A|831-970-1496|No physical address|
|CYC Commercial Interiors, Inc.||510-675-9208|No physical address|
|RL Brackett Construction||408-569-0664|812 Woodland Ave|Menlo Park CA 94025
|TENACIOUS TILE COMPANY|Tenacious Tile Company|4084835130|No physical address|
|Signature Glass & Windows Inc.|N/A|831-754-8855|No physical address|
|CYC Commercial Interiors, Inc.||510-675-9208|No physical address|
|D + H Construction||(510) 703-0877|1655 S. Winchester Blvd.|Campbell CA 95008
|RL Brackett Construction||408-569-0664|7055 Phyllis Ave|San Jose CA 95129
|Designers, LLC dba NEx Systems||2099820600|235 Frank West Circle|Stockton CA 95742
|Sterling GC||408-375-6443|No physical address|
|RTS Systems & Design||925-580-7406|1065 La Avenida Street|Mountain View CA 94043
|Devcon Construction, Inc.||408 593-6298|3115 Porter Dr.|Palo Alto CA 94304
|M&M Drywall Inc.||209.712,7977|521 Alder Lane|Milpitas CA 95035
